keyword,using top 1,using top 3,using weight > 50,all
meu,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@realdonaldtrump,Americas,Americas,Americas,Africa_Europe
cidade,Americas,Africa_Europe,Africa_Europe,Africa_Europe
morar,Americas,Americas,Americas,Africa_Europe
jujur,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sevgi,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tela,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
supporters,Asia_Australia,Africa_Europe,Asia_Australia,Africa_Europe
уже,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
impuestos,Americas,Americas,Americas,Americas
melhorar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
porém,Americas,Americas,Americas,Americas
decirle,Americas,Americas,Americas,Americas
satu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
casal,Americas,Africa_Europe,Africa_Europe,Africa_Europe
segundos,Americas,Americas,Americas,Americas
caixa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
tunggu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
aguento,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
banget,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
atención,Americas,Americas,Americas,Americas
aguenta,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tetap,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
álbum,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cerrar,Americas,Americas,Americas,Americas
ouvindo,Americas,Americas,Americas,Americas
wena,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
mensagem,Americas,Africa_Europe,Africa_Europe,Africa_Europe
soalnya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
@sportscenter,Americas,Americas,Americas,Americas
hermoso,Americas,Americas,Americas,Americas
تنظيف,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
três,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
umur,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sigan,Americas,Americas,Americas,Americas
fatto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
rindo,Americas,Americas,Americas,Americas
compañero,Americas,Americas,Americas,Americas
geral,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
régimen,Americas,Americas,Americas,Americas
sentimento,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ilang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
izquierda,Americas,Americas,Americas,Americas
desse,Americas,Americas,Americas,Africa_Europe
sendiri,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
unha,Americas,Americas,Americas,Americas
sente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
olhos,Americas,Africa_Europe,Africa_Europe,Africa_Europe
doa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
simplesmente,Americas,Americas,Americas,Africa_Europe
dou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bakit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
parang,Americas,Americas,Americas,Americas
quieren,Americas,Americas,Americas,Americas
desses,Americas,Americas,Americas,Africa_Europe
sozinho,Americas,Africa_Europe,Africa_Europe,Africa_Europe
principalmente,Americas,Americas,Americas,Americas
sozinha,Americas,Americas,Americas,Africa_Europe
vemos,Americas,Americas,Americas,Americas
momentos,Americas,Americas,Americas,Americas
preto,Americas,Africa_Europe,Americas,Africa_Europe
saio,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
saiu,Americas,Americas,Americas,Africa_Europe
sair,Americas,Africa_Europe,Africa_Europe,Africa_Europe
mínimo,Americas,Americas,Americas,Americas
falar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
falam,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
técnico,Americas,Africa_Europe,Africa_Europe,Americas
foram,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
gatau,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
puto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
threw,Americas,Americas,Americas,Africa_Europe
lebih,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kahit,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
livro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
aparecer,Americas,Africa_Europe,Africa_Europe,Americas
vacina,Americas,Americas,Americas,Africa_Europe
vendo,Africa_Europe,Americas,Americas,Americas
salamat,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
coloca,Americas,Americas,Americas,Americas
razı,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
assim,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@alferdez,Americas,Americas,Americas,Americas
opo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
faço,Americas,Africa_Europe,Africa_Europe,Africa_Europe
vdd,Americas,Americas,Americas,Africa_Europe
μου,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
faça,Americas,Africa_Europe,Africa_Europe,Africa_Europe
خلاص,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
كدا,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
louco,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pegou,Americas,Americas,Americas,Americas
hicieron,Americas,Americas,Americas,Americas
maharashtra,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
erro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cantik,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
abrazo,Americas,Americas,Americas,Americas
encanta,Americas,Americas,Americas,Americas
pake,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
fora,Americas,Americas,Americas,Africa_Europe
dilerim,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
isang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
awhile,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
completamente,Americas,Americas,Americas,Americas
aparece,Americas,Americas,Americas,Americas
viste,Americas,Americas,Americas,Americas
definitivamente,Americas,Americas,Americas,Americas
publicar,Americas,Americas,Americas,Americas
hahahahahah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
acciones,Africa_Europe,Africa_Europe,Americas,Americas
tocando,Americas,Americas,Americas,Americas
sorriso,Americas,Americas,Americas,Africa_Europe
kadang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
algumas,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
करत,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
depan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
escucho,Americas,Americas,Americas,Americas
diz,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
talaga,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lixo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
consegue,Americas,Africa_Europe,Americas,Africa_Europe
feito,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
comecei,Americas,Africa_Europe,Africa_Europe,Africa_Europe
gustaría,Americas,Americas,Americas,Americas
política,Africa_Europe,Africa_Europe,Africa_Europe,Americas
ontem,Americas,Africa_Europe,Africa_Europe,Africa_Europe
อออ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
nenhuma,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
absurdo,Americas,Americas,Americas,Americas
nyo,Africa_Europe,Asia_Australia,Africa_Europe,Africa_Europe
ultimamente,Africa_Europe,Americas,Americas,Americas
kkkkkkkkkkkkkk,Americas,Americas,Americas,Americas
idc,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dunia,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
necesitamos,Americas,Americas,Americas,Americas
समर,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kkkkkkkkk,Americas,Americas,Americas,Americas
vocês,Americas,Africa_Europe,Americas,Africa_Europe
fazem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vagabundo,Americas,Americas,Americas,Americas
ajak,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
água,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@nicolasmaduro,Americas,Americas,Americas,Americas
@donaldjtrumpjr,Americas,Americas,Americas,Americas
cria,Africa_Europe,Africa_Europe,Africa_Europe,Americas
skrg,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
namorar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tomando,Americas,Americas,Americas,Americas
lembro,Americas,Africa_Europe,Africa_Europe,Africa_Europe
lembra,Americas,Africa_Europe,Africa_Europe,Africa_Europe
pegar,Americas,Americas,Americas,Americas
corre,Americas,Americas,Americas,Americas
horrível,Americas,Americas,Americas,Americas
عارف,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
preciso,Americas,Africa_Europe,Africa_Europe,Africa_Europe
consegui,Americas,Africa_Europe,Americas,Africa_Europe
estos,Americas,Americas,Americas,Americas
estou,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
realmente,Americas,Americas,Americas,Americas
varios,Americas,Americas,Americas,Americas
utk,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
razão,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
chuva,Americas,Africa_Europe,Americas,Africa_Europe
acham,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
fdp,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
certeza,Americas,Africa_Europe,Africa_Europe,Americas
achar,Americas,Africa_Europe,Americas,Africa_Europe
tuh,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
botafogo,Americas,Americas,Americas,Americas
había,Americas,Americas,Americas,Americas
они,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
empezar,Americas,Americas,Americas,Americas
garota,Americas,Africa_Europe,Africa_Europe,Africa_Europe
palavras,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
caramba,Americas,Americas,Americas,Africa_Europe
barra,Americas,Americas,Americas,Americas
família,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
partida,Americas,Americas,Americas,Americas
بھی,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pelotudo,Americas,Americas,Americas,Americas
она,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
sayang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
там,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
outras,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pag,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bago,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
perché,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
شما,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
então,Americas,Africa_Europe,Africa_Europe,Africa_Europe
perto,Americas,Africa_Europe,Americas,Africa_Europe
или,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
virei,Americas,Africa_Europe,Africa_Europe,Africa_Europe
viver,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
quantas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@bjp4india,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
proprio,Americas,Africa_Europe,Africa_Europe,Africa_Europe
imagem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@ashokgehlot51,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sudah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
qnd,Americas,Africa_Europe,Africa_Europe,Africa_Europe
contagios,Africa_Europe,Americas,Americas,Americas
shri,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
achava,Americas,Americas,Americas,Americas
masalah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
versin,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pada,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lópez,Americas,Americas,Americas,Americas
chato,Americas,Americas,Americas,Americas
kepala,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
علاج,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
ещё,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
nível,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
podría,Americas,Americas,Americas,Americas
mamaya,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
เลย,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sentindo,Americas,Americas,Americas,Americas
claramente,Americas,Americas,Americas,Americas
venha,Americas,Africa_Europe,Americas,Africa_Europe
oportunidades,Africa_Europe,Americas,Americas,Americas
عشان,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
falo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
socorro,Americas,Americas,Americas,Americas
negara,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
grabe,Americas,Americas,Americas,Americas
walang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
menang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
günler,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
bener,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
varias,Americas,Americas,Americas,Americas
conta,Americas,Africa_Europe,Africa_Europe,Africa_Europe
felicidade,Americas,Africa_Europe,Africa_Europe,Africa_Europe
acontecer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
seguidores,Americas,Americas,Americas,Americas
dey,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
deu,Americas,Americas,Americas,Americas
الورد,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
gini,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
deveria,Americas,Americas,Americas,Americas
lmfaooooo,Americas,Americas,Americas,Americas
senhora,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
پاکستان,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
poxa,Americas,Americas,Americas,Americas
nhi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
opción,Americas,Americas,Americas,Americas
respeito,Americas,Africa_Europe,Africa_Europe,Africa_Europe
oke,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
pernah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bagi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
hari,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
vitória,Americas,Americas,Americas,Africa_Europe
ternyata,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
alguem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
verdade,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
tahu,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
punya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
cade,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dong,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
jogo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
custa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
merde,Asia_Australia,Asia_Australia,Africa_Europe,Africa_Europe
merda,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
akan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
inteiro,Americas,Africa_Europe,Africa_Europe,Africa_Europe
escolher,Americas,Africa_Europe,Africa_Europe,Africa_Europe
conhecer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cambios,Americas,Americas,Americas,Americas
cadê,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
terça,Americas,Africa_Europe,Africa_Europe,Africa_Europe
redes,Americas,Americas,Americas,Americas
amoooo,Americas,Americas,Americas,Americas
essa,Americas,Africa_Europe,Africa_Europe,Africa_Europe
bayar,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
condições,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
#corona,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
corrupto,Americas,Americas,Americas,Americas
tinha,Americas,Africa_Europe,Africa_Europe,Africa_Europe
सबस,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
idiota,Americas,Americas,Americas,Americas
pinche,Americas,Americas,Americas,Americas
ruim,Americas,Americas,Americas,Americas
meio,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
meia,Americas,Africa_Europe,Americas,Africa_Europe
setelah,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
fazendo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
errores,Americas,Americas,Americas,Americas
confianza,Americas,Americas,Americas,Americas
amizade,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@atrupar,Americas,Americas,Americas,Americas
@browns,Americas,Americas,Americas,Americas
tempos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
filho,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
filha,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
andar,Americas,Africa_Europe,Africa_Europe,Americas
شركة,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
parar,Americas,Africa_Europe,Africa_Europe,Americas
kuya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
regalar,Africa_Europe,Americas,Americas,Americas
demasiado,Americas,Americas,Americas,Americas
شركه,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
fui,Africa_Europe,Africa_Europe,Africa_Europe,Americas
@folha,Americas,Americas,Americas,Americas
achei,Americas,Americas,Americas,Americas
sya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dgn,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
entro,Africa_Europe,Africa_Europe,Africa_Europe,Americas
اللہ,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
feira,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
brabo,Americas,Americas,Americas,Americas
braba,Africa_Europe,Americas,Africa_Europe,Americas
mostrar,Americas,Americas,Americas,Americas
coisas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
morre,Americas,Americas,Americas,Africa_Europe
morro,Americas,Americas,Americas,Americas
bakal,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bisa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
podem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
podes,Africa_Europe,Americas,Americas,Americas
parei,Americas,Americas,Americas,Africa_Europe
sdv,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
papá,Americas,Americas,Americas,Americas
sdd,Asia_Australia,Africa_Europe,Africa_Europe,Africa_Europe
tapos,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
dinheiro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
kkkkk,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
yang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bagus,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
jgn,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
relação,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
quero,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
geração,Americas,Africa_Europe,Africa_Europe,Africa_Europe
senti,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
saudade,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
totalmente,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
pulak,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
entender,Americas,Americas,Americas,Americas
кто,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
ہیں,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
barang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
escola,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
dengan,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
trocar,Americas,Americas,Americas,Africa_Europe
galera,Asia_Australia,Asia_Australia,Asia_Australia,Americas
фото,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
sentimentos,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
fique,Americas,Africa_Europe,Africa_Europe,Africa_Europe
força,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
roupas,Americas,Africa_Europe,Africa_Europe,Africa_Europe
peguei,Americas,Americas,Americas,Americas
sinto,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
caminho,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
chá,Americas,Africa_Europe,Africa_Europe,Africa_Europe
aff,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lmfaoo,Americas,Americas,Americas,Americas
@ossoff,Americas,Americas,Americas,Americas
pwede,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
querido,Americas,Americas,Americas,Americas
prazer,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
oggi,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
@wsj,Americas,Americas,Americas,Americas
versão,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
nojo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
กอย,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
bjp,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
terus,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
quebrar,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
campeón,Americas,Americas,Americas,Americas
daí,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
vírus,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
compro,Americas,Americas,Americas,Americas
atenção,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
kkkkkk,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
برای,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
scotus,Americas,Americas,Americas,Americas
emang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
اور,Asia_Australia,Africa_Europe,Asia_Australia,Africa_Europe
saco,Americas,Americas,Americas,Americas
harus,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
próxima,Americas,Americas,Americas,Americas
lamentable,Americas,Americas,Americas,Americas
pota,Asia_Australia,Asia_Australia,Americas,Africa_Europe
insuportável,Americas,Americas,Americas,Americas
больше,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
udh,Americas,Americas,Americas,Americas
cabeça,Americas,Africa_Europe,Africa_Europe,Africa_Europe
saudades,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
كنب,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
नमन,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
sering,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
कहत,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
segura,Americas,Americas,Americas,Americas
kita,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
kaayo,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
direita,Americas,Africa_Europe,Africa_Europe,Africa_Europe
akhir,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
obviamente,Americas,Americas,Americas,Americas
@catturd2,Americas,Americas,Americas,Americas
virada,Americas,Americas,Americas,Americas
बदल,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
chamou,Americas,Africa_Europe,Africa_Europe,Africa_Europe
biasa,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
memang,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
conseguiu,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
cansada,Americas,Americas,Americas,Americas
cansado,Americas,Americas,Americas,Americas
aprendi,Americas,Americas,Americas,Americas
estava,Americas,Africa_Europe,Africa_Europe,Africa_Europe
outros,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
meus,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
entiendo,Americas,Americas,Americas,Americas
hubo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
reais,Americas,Africa_Europe,Africa_Europe,Africa_Europe
homem,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
deben,Americas,Americas,Americas,Americas
jajaja,Americas,Americas,Americas,Americas
vira,Americas,Americas,Americas,Africa_Europe
pedindo,Americas,Africa_Europe,Americas,Africa_Europe
ngayon,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
paciência,Americas,Americas,Americas,Africa_Europe
quiera,Americas,Americas,Americas,Americas
jaya,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
lleno,Americas,Americas,Americas,Americas
resolver,Africa_Europe,Africa_Europe,Africa_Europe,Americas
otras,Americas,Americas,Americas,Americas
hain,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
screwed,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
passado,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
daqui,Americas,Americas,Americas,Africa_Europe
simples,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
نہیں,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
também,Americas,Africa_Europe,Africa_Europe,Africa_Europe
はじめまして,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
今日は,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
encontro,Americas,Africa_Europe,Americas,Africa_Europe
quanto,Americas,Africa_Europe,Africa_Europe,Africa_Europe
menjadi,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
@aoc,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
povo,Americas,Africa_Europe,Africa_Europe,Africa_Europe
يسعد,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
surreal,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
página,Americas,Americas,Americas,Americas
todavía,Americas,Americas,Americas,Americas
ningún,Americas,Americas,Americas,Americas
porra,Americas,Americas,Americas,Americas
hati,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
tiba,Africa_Europe,Asia_Australia,Africa_Europe,Asia_Australia
اپنے,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
pariu,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
gnt,Americas,Africa_Europe,Africa_Europe,Africa_Europe
@nygovcuomo,Americas,Americas,Americas,Americas
respecto,Americas,Americas,Americas,Americas
naik,Asia_Australia,Asia_Australia,Asia_Australia,Asia_Australia
acordo,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
neném,Americas,Americas,Americas,Americas
minta,Africa_Europe,Asia_Australia,Asia_Australia,Asia_Australia
فعلا,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
مهم,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
desculpa,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
нас,Asia_Australia,Asia_Australia,Asia_Australia,Africa_Europe
hablan,Americas,Americas,Americas,Americas
outra,Americas,Africa_Europe,Africa_Europe,Africa_Europe
outro,Africa_Europe,Africa_Europe,Africa_Europe,Africa_Europe
hablas,Americas,Americas,Americas,Americas
