id,label,Americas,Africa_Europe,Asia_Australia,ratioAmericas,ratioAfrica_Europe,ratioAsia_Australia,ratioMax,total
encontré,Americas,12,3,0,0.8,0.2,0.0,0.8,15
yoktur,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
お大事に,Asia_Australia,0,0,6,0.0,0.0,1.0,1.0,6
rest,Americas,68,43,14,0.544,0.344,0.112,0.544,125
lauren,Americas,4,0,0,1.0,0.0,0.0,1.0,4
comentario,Americas,7,1,0,0.875,0.125,0.0,0.875,8
dost,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
femme,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
sekalian,Asia_Australia,0,0,6,0.0,0.0,1.0,1.0,6
روحي,Africa_Europe,0,9,0,0.0,1.0,0.0,1.0,9
#mustlisten_satsang,Asia_Australia,0,0,8,0.0,0.0,1.0,1.0,8
titty,Americas,2,0,0,1.0,0.0,0.0,1.0,2
ahaha,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
alegria,Americas,16,0,0,1.0,0.0,0.0,1.0,16
jeff,Americas,11,3,1,0.7333333333333333,0.2,0.06666666666666667,0.7333333333333333,15
fumar,Americas,11,1,0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,12
mcconnell,Americas,14,0,0,1.0,0.0,0.0,1.0,14
bullshit,Americas,32,5,4,0.7804878048780488,0.12195121951219512,0.0975609756097561,0.7804878048780488,41
drew,Americas,15,3,1,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7894736842105263,19
vitamin,Americas,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
میشه,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
sociais,Americas,8,0,0,1.0,0.0,0.0,1.0,8
ほんとに,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
senador,Americas,6,0,0,1.0,0.0,0.0,1.0,6
vids,Americas,6,1,4,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.5454545454545454,11
fechar,Americas,16,0,0,1.0,0.0,0.0,1.0,16
関根正悟さんデザインのカップで飲みたいのは,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
ought,Americas,4,2,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,6
@arvindkejriwal,Asia_Australia,0,1,22,0.0,0.043478260869565216,0.9565217391304348,0.9565217391304348,23
kick,Americas,31,10,3,0.7045454545454546,0.22727272727272727,0.06818181818181818,0.7045454545454546,44
disse,Americas,53,2,0,0.9636363636363636,0.03636363636363636,0.0,0.9636363636363636,55
sonic,Americas,4,4,0,0.5,0.5,0.0,0.5,8
@nhk_news,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
bizde,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
fate,Africa_Europe,3,5,0,0.375,0.625,0.0,0.625,8
descobri,Americas,10,0,0,1.0,0.0,0.0,1.0,10
าความร,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
fato,Americas,18,0,0,1.0,0.0,0.0,1.0,18
historia,Americas,26,17,0,0.6046511627906976,0.3953488372093023,0.0,0.6046511627906976,43
historic,Americas,12,2,1,0.8,0.13333333333333333,0.06666666666666667,0.8,15
marido,Americas,9,0,0,1.0,0.0,0.0,1.0,9
burden,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
있는데,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
باید,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
immediately,Americas,16,5,1,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.7272727272727273,22
investigación,Americas,7,0,0,1.0,0.0,0.0,1.0,7
prominent,Americas,1,0,0,1.0,0.0,0.0,1.0,1
فوق,Africa_Europe,0,17,0,0.0,1.0,0.0,1.0,17
loss,Americas,41,4,5,0.82,0.08,0.1,0.82,50
lincoln,Americas,8,0,0,1.0,0.0,0.0,1.0,8
lendo,Americas,4,1,0,0.8,0.2,0.0,0.8,5
necessary,Americas,11,7,1,0.5789473684210527,0.3684210526315789,0.05263157894736842,0.5789473684210527,19
lost,Americas,122,28,13,0.7484662576687117,0.17177914110429449,0.07975460122699386,0.7484662576687117,163
sizes,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
リツイート,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
всё,Africa_Europe,0,12,2,0.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,14
fernando,Americas,11,4,0,0.7333333333333333,0.26666666666666666,0.0,0.7333333333333333,15
clown,Americas,20,5,0,0.8,0.2,0.0,0.8,25
illusion,Americas,1,0,0,1.0,0.0,0.0,1.0,1
pagi,Asia_Australia,1,0,53,0.018518518518518517,0.0,0.9814814814814815,0.9814814814814815,54
sissy,Africa_Europe,0,3,1,0.0,0.75,0.25,0.75,4
sagen,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
احساس,Africa_Europe,0,4,1,0.0,0.8,0.2,0.8,5
payments,Americas,1,1,0,0.5,0.5,0.0,0.5,2
roto,Americas,3,1,0,0.75,0.25,0.0,0.75,4
pago,Americas,19,2,0,0.9047619047619048,0.09523809523809523,0.0,0.9047619047619048,21
paga,Americas,28,3,1,0.875,0.09375,0.03125,0.875,32
حسب,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
@scottfishman,Americas,1,0,0,1.0,0.0,0.0,1.0,1
page,Americas,29,12,7,0.6041666666666666,0.25,0.14583333333333334,0.6041666666666666,48
amd,Americas,2,1,2,0.4,0.2,0.4,0.4,5
ánimo,Americas,14,7,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,21
ganito,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
งเหม,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
دیا,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
2nya,Asia_Australia,0,0,5,0.0,0.0,1.0,1.0,5
tuit,Americas,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,9
ちょっと,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
rağmen,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
twitter,Americas,199,73,40,0.6378205128205128,0.23397435897435898,0.1282051282051282,0.6378205128205128,312
والسلام,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
pensé,Americas,18,7,0,0.72,0.28,0.0,0.72,25
isinya,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
library,Americas,5,0,0,1.0,0.0,0.0,1.0,5
crypto,Americas,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
morreu,Americas,16,0,0,1.0,0.0,0.0,1.0,16
shet,Asia_Australia,1,0,4,0.2,0.0,0.8,0.8,5
repeat,Americas,15,6,7,0.5357142857142857,0.21428571428571427,0.25,0.5357142857142857,28
@jack,Americas,5,0,2,0.7142857142857143,0.0,0.2857142857142857,0.7142857142857143,7
shes,Americas,8,2,2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,12
cleveland,Americas,35,0,0,1.0,0.0,0.0,1.0,35
home,Americas,231,87,27,0.6695652173913044,0.25217391304347825,0.0782608695652174,0.6695652173913044,345
liking,Americas,8,4,1,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6153846153846154,13
peter,Americas,12,11,0,0.5217391304347826,0.4782608695652174,0.0,0.5217391304347826,23
y100,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
soty,Americas,1,0,0,1.0,0.0,0.0,1.0,1
bilen,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
shey,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
vraiment,Africa_Europe,2,24,0,0.07692307692307693,0.9230769230769231,0.0,0.9230769230769231,26
13日,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
nanaman,Asia_Australia,0,0,11,0.0,0.0,1.0,1.0,11
النواب,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
broad,Americas,3,2,0,0.6,0.4,0.0,0.6,5
tchau,Americas,13,0,0,1.0,0.0,0.0,1.0,13
@cyberpunkgame,Americas,11,4,0,0.7333333333333333,0.26666666666666666,0.0,0.7333333333333333,15
@senschumer,Americas,8,0,0,1.0,0.0,0.0,1.0,8
daniela,Americas,3,0,0,1.0,0.0,0.0,1.0,3
grinding,Americas,6,0,0,1.0,0.0,0.0,1.0,6
özel,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
e-mail,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
อนเด,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
wendy,Americas,8,0,2,0.8,0.0,0.2,0.8,10
แฟนก,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
5555555555,Asia_Australia,0,0,11,0.0,0.0,1.0,1.0,11
ensemble,Americas,3,2,0,0.6,0.4,0.0,0.6,5
umar,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
#السعودية,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
swi,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@arsenal,Africa_Europe,2,15,3,0.1,0.75,0.15,0.75,20
usah,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
puedo,Americas,64,10,0,0.8648648648648649,0.13513513513513514,0.0,0.8648648648648649,74
usan,Americas,6,0,0,1.0,0.0,0.0,1.0,6
reaching,Americas,5,2,3,0.5,0.2,0.3,0.5,10
ราคา,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
pueda,Americas,11,3,0,0.7857142857142857,0.21428571428571427,0.0,0.7857142857142857,14
padahal,Asia_Australia,0,0,19,0.0,0.0,1.0,1.0,19
camila,Americas,6,0,0,1.0,0.0,0.0,1.0,6
puede,Americas,98,26,0,0.7903225806451613,0.20967741935483872,0.0,0.7903225806451613,124
hirap,Asia_Australia,0,1,8,0.0,0.1111111111111111,0.8888888888888888,0.8888888888888888,9
bundle,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
tropa,Americas,17,0,4,0.8095238095238095,0.0,0.19047619047619047,0.8095238095238095,21
usar,Americas,45,2,1,0.9375,0.041666666666666664,0.020833333333333332,0.9375,48
مشكلة,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
ผลท,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
lgbtq,Americas,4,1,0,0.8,0.2,0.0,0.8,5
@amyklobuchar,Americas,3,0,0,1.0,0.0,0.0,1.0,3
photoshoot,Americas,3,1,0,0.75,0.25,0.0,0.75,4
احد,Africa_Europe,0,17,0,0.0,1.0,0.0,1.0,17
ação,Americas,1,0,0,1.0,0.0,0.0,1.0,1
@itsjefftiedrich,Americas,7,0,0,1.0,0.0,0.0,1.0,7
freedom,Americas,5,3,5,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.38461538461538464,13
ماعليك,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
kkkkkkkkkkkkkkkkkkkkk,Americas,7,0,0,1.0,0.0,0.0,1.0,7
recognized,Americas,7,1,1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7777777777777778,9
madame,Africa_Europe,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428571,7
compatible,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
muda,Americas,18,2,9,0.6206896551724138,0.06896551724137931,0.3103448275862069,0.6206896551724138,29
dominion,Americas,14,1,0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,15
@geloraco,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
احس,Africa_Europe,0,11,0,0.0,1.0,0.0,1.0,11
حديث,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
tongue,Americas,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,9
sbb,Asia_Australia,0,0,7,0.0,0.0,1.0,1.0,7
กคนม,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
wszystko,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
gérard,Africa_Europe,1,4,0,0.2,0.8,0.0,0.8,5
artista,Americas,11,0,1,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,12
اقدر,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
previously,Americas,2,2,1,0.4,0.4,0.2,0.4,5
political,Americas,25,6,7,0.6578947368421053,0.15789473684210525,0.18421052631578946,0.6578947368421053,38
washington,Americas,52,3,0,0.9454545454545454,0.05454545454545454,0.0,0.9454545454545454,55
queriendo,Americas,2,0,0,1.0,0.0,0.0,1.0,2
تستطيع,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
niños,Americas,19,4,0,0.8260869565217391,0.17391304347826086,0.0,0.8260869565217391,23
sagt,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
inveja,Americas,19,0,0,1.0,0.0,0.0,1.0,19
capable,Americas,5,4,2,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.45454545454545453,11
cocok,Asia_Australia,0,0,5,0.0,0.0,1.0,1.0,5
whos,Americas,4,1,0,0.8,0.2,0.0,0.8,5
pointless,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
@beingsalmankhan,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
sikit,Asia_Australia,0,0,10,0.0,0.0,1.0,1.0,10
mississippi,Americas,10,0,0,1.0,0.0,0.0,1.0,10
مركز,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
accused,Americas,1,1,0,0.5,0.5,0.0,0.5,2
additional,Asia_Australia,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,7
museum,Americas,11,4,4,0.5789473684210527,0.21052631578947367,0.21052631578947367,0.5789473684210527,19
الأولى,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
pinto,Americas,9,1,2,0.75,0.08333333333333333,0.16666666666666666,0.75,12
noticed,Americas,9,1,1,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8181818181818182,11
@itsssr,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
@girlsreallyrule,Americas,2,0,0,1.0,0.0,0.0,1.0,2
inner,Americas,9,0,0,1.0,0.0,0.0,1.0,9
akşam,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
dolphins,Americas,13,0,0,1.0,0.0,0.0,1.0,13
entendí,Americas,8,0,0,1.0,0.0,0.0,1.0,8
cricket,Africa_Europe,2,3,1,0.3333333333333333,0.5,0.16666666666666666,0.5,6
north,Americas,66,19,6,0.7252747252747253,0.2087912087912088,0.06593406593406594,0.7252747252747253,91
adım,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
@espn,Americas,10,0,0,1.0,0.0,0.0,1.0,10
gais,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
norte,Americas,13,3,0,0.8125,0.1875,0.0,0.8125,16
masque,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
agrees,Americas,3,2,1,0.5,0.3333333333333333,0.16666666666666666,0.5,6
blaming,Americas,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,9
astro,Asia_Australia,1,0,3,0.25,0.0,0.75,0.75,4
ultima,Americas,3,2,0,0.6,0.4,0.0,0.6,5
goals,Africa_Europe,19,22,3,0.4318181818181818,0.5,0.06818181818181818,0.5,44
courts,Americas,6,3,1,0.6,0.3,0.1,0.6,10
ear,Americas,9,3,0,0.75,0.25,0.0,0.75,12
ultimo,Americas,4,2,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,6
eat,Americas,71,24,12,0.6635514018691588,0.22429906542056074,0.11214953271028037,0.6635514018691588,107
داشته,Americas,1,1,0,0.5,0.5,0.0,0.5,2
rahul,Asia_Australia,0,0,8,0.0,0.0,1.0,1.0,8
@brozoxmiswebs,Americas,12,0,0,1.0,0.0,0.0,1.0,12
nisso,Americas,21,3,0,0.875,0.125,0.0,0.875,24
خصم,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
começo,Americas,21,1,0,0.9545454545454546,0.045454545454545456,0.0,0.9545454545454546,22
começa,Americas,28,2,0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,30
@sigaplayplus,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
hosting,Americas,7,1,0,0.875,0.125,0.0,0.875,8
signed,Americas,19,11,0,0.6333333333333333,0.36666666666666664,0.0,0.6333333333333333,30
رابط,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
buon,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
cruel,Americas,8,3,2,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.6153846153846154,13
dms,Americas,21,3,1,0.84,0.12,0.04,0.84,25
datos,Americas,6,4,0,0.6,0.4,0.0,0.6,10
pumped,Americas,3,0,0,1.0,0.0,0.0,1.0,3
مباراة,Africa_Europe,1,12,0,0.07692307692307693,0.9230769230769231,0.0,0.9230769230769231,13
piece,Americas,36,11,4,0.7058823529411765,0.21568627450980393,0.0784313725490196,0.7058823529411765,51
celle,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
display,Americas,8,2,2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,12
moin,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
mechanics,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
etapa,Americas,4,0,0,1.0,0.0,0.0,1.0,4
yıllardır,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
sanders,Americas,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,9
apesar,Americas,13,0,0,1.0,0.0,0.0,1.0,13
خیلی,Africa_Europe,0,9,0,0.0,1.0,0.0,1.0,9
penny,Americas,5,3,0,0.625,0.375,0.0,0.625,8
kisses,Americas,4,4,0,0.5,0.5,0.0,0.5,8
andando,Americas,9,1,0,0.9,0.1,0.0,0.9,10
#video,Americas,3,3,1,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,7
آئی,Asia_Australia,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,6
twist,Africa_Europe,4,5,2,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.45454545454545453,11
arrumar,Americas,20,0,0,1.0,0.0,0.0,1.0,20
beats,Americas,13,4,1,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7222222222222222,18
solteira,Americas,6,0,0,1.0,0.0,0.0,1.0,6
conan,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
simping,Americas,1,0,0,1.0,0.0,0.0,1.0,1
mejor,Americas,166,39,1,0.8058252427184466,0.18932038834951456,0.0048543689320388345,0.8058252427184466,206
education,Americas,14,9,6,0.4827586206896552,0.3103448275862069,0.20689655172413793,0.4827586206896552,29
aquest,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
eric,Americas,10,2,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,12
authority,Americas,3,2,2,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,7
selon,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
今日も,Asia_Australia,0,0,12,0.0,0.0,1.0,1.0,12
filing,Americas,5,0,0,1.0,0.0,0.0,1.0,5
performed,Americas,3,2,0,0.6,0.4,0.0,0.6,5
rumors,Americas,5,0,0,1.0,0.0,0.0,1.0,5
arrêtez,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
contest,Americas,13,2,3,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.7222222222222222,18
petition,Africa_Europe,8,9,0,0.47058823529411764,0.5294117647058824,0.0,0.5294117647058824,17
packs,Americas,4,1,0,0.8,0.2,0.0,0.8,5
offensive,Americas,10,1,2,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.7692307692307693,13
ไลฟ,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
きっと,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
صورة,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
صورت,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
bakanlığı,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
surtando,Americas,5,0,0,1.0,0.0,0.0,1.0,5
อเจ,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
parecido,Americas,4,3,0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,7
acrylic,Americas,2,1,1,0.5,0.25,0.25,0.5,4
#كورونا,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
talkin,Americas,9,0,0,1.0,0.0,0.0,1.0,9
cojones,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
gonzalez,Americas,4,1,0,0.8,0.2,0.0,0.8,5
@foxnews,Americas,17,2,1,0.85,0.1,0.05,0.85,20
star,Americas,43,22,7,0.5972222222222222,0.3055555555555556,0.09722222222222222,0.5972222222222222,72
altın,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
nuevamente,Americas,5,0,0,1.0,0.0,0.0,1.0,5
rampal,Asia_Australia,0,0,5,0.0,0.0,1.0,1.0,5
งมา,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
become,Americas,40,19,8,0.5970149253731343,0.2835820895522388,0.11940298507462686,0.5970149253731343,67
fois,Africa_Europe,2,18,0,0.1,0.9,0.0,0.9,20
stay,Americas,114,39,28,0.6298342541436464,0.2154696132596685,0.15469613259668508,0.6298342541436464,181
señora,Americas,9,3,0,0.75,0.25,0.0,0.75,12
#music,Americas,7,1,0,0.875,0.125,0.0,0.875,8
promoção,Americas,8,0,0,1.0,0.0,0.0,1.0,8
يحفظك,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
nintendo,Americas,6,1,1,0.75,0.125,0.125,0.75,8
stan,Americas,17,5,3,0.68,0.2,0.12,0.68,25
friends,Americas,148,44,20,0.6981132075471698,0.20754716981132076,0.09433962264150944,0.6981132075471698,212
derrota,Americas,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,9
بالرياض,Africa_Europe,0,54,0,0.0,1.0,0.0,1.0,54
@mikayesfiona,Americas,2,0,0,1.0,0.0,0.0,1.0,2
jhope,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
focused,Americas,9,1,3,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.6923076923076923,13
amp,Asia_Australia,4,2,6,0.3333333333333333,0.16666666666666666,0.5,0.5,12
samsung,Asia_Australia,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,9
readers,Americas,1,0,0,1.0,0.0,0.0,1.0,1
blz,Americas,3,0,0,1.0,0.0,0.0,1.0,3
ortega,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
portion,Americas,6,0,0,1.0,0.0,0.0,1.0,6
extras,Americas,3,1,0,0.75,0.25,0.0,0.75,4
determination,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
مدري,Africa_Europe,0,9,0,0.0,1.0,0.0,1.0,9
bcp,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
veux,Africa_Europe,1,14,0,0.06666666666666667,0.9333333333333333,0.0,0.9333333333333333,15
heute,Africa_Europe,0,11,0,0.0,1.0,0.0,1.0,11
pardon,Americas,7,3,0,0.7,0.3,0.0,0.7,10
interference,Americas,10,0,0,1.0,0.0,0.0,1.0,10
déjà,Africa_Europe,1,27,1,0.034482758620689655,0.9310344827586207,0.034482758620689655,0.9310344827586207,29
dynamic,Americas,5,2,1,0.625,0.25,0.125,0.625,8
insegura,Americas,2,0,0,1.0,0.0,0.0,1.0,2
يعلم,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
unica,Americas,4,1,0,0.8,0.2,0.0,0.8,5
يقول,Africa_Europe,0,21,0,0.0,1.0,0.0,1.0,21
nego,Americas,19,5,1,0.76,0.2,0.04,0.76,25
@npr,Americas,2,0,0,1.0,0.0,0.0,1.0,2
詳細はこちら,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
hijos,Americas,17,4,0,0.8095238095238095,0.19047619047619047,0.0,0.8095238095238095,21
nega,Americas,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,9
whose,Americas,9,4,1,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6428571428571429,14
según,Americas,13,8,0,0.6190476190476191,0.38095238095238093,0.0,0.6190476190476191,21
buddy,Americas,31,5,4,0.775,0.125,0.1,0.775,40
presente,Americas,40,3,0,0.9302325581395349,0.06976744186046512,0.0,0.9302325581395349,43
auf,Africa_Europe,0,57,0,0.0,1.0,0.0,1.0,57
просто,Africa_Europe,0,18,4,0.0,0.8181818181818182,0.18181818181818182,0.8181818181818182,22
sweetest,Americas,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3
aprobó,Americas,1,1,0,0.5,0.5,0.0,0.5,2
اكثر,Africa_Europe,0,23,0,0.0,1.0,0.0,1.0,23
cantar,Americas,15,4,0,0.7894736842105263,0.21052631578947367,0.0,0.7894736842105263,19
presents,Americas,10,4,3,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.5882352941176471,17
aus,Africa_Europe,0,18,2,0.0,0.9,0.1,0.9,20
aur,Asia_Australia,1,2,14,0.058823529411764705,0.11764705882352941,0.8235294117647058,0.8235294117647058,17
ritmo,Americas,2,0,0,1.0,0.0,0.0,1.0,2
swap,Africa_Europe,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
pantone,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
abro,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
teaching,Americas,18,4,2,0.75,0.16666666666666666,0.08333333333333333,0.75,24
sorry,Americas,165,53,29,0.6680161943319838,0.2145748987854251,0.11740890688259109,0.6680161943319838,247
ๆเลย,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
brincando,Americas,14,0,0,1.0,0.0,0.0,1.0,14
@breitbartnews,Americas,16,0,0,1.0,0.0,0.0,1.0,16
marche,Africa_Europe,1,4,0,0.2,0.8,0.0,0.8,5
başkanım,Africa_Europe,0,14,0,0.0,1.0,0.0,1.0,14
acordar,Americas,42,2,0,0.9545454545454546,0.045454545454545456,0.0,0.9545454545454546,44
reforma,Americas,3,2,0,0.6,0.4,0.0,0.6,5
#enginakyürek,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
حتی,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
ders,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
void,Americas,1,1,0,0.5,0.5,0.0,0.5,2
terminal,Americas,5,1,3,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.5555555555555556,9
siapa,Asia_Australia,0,1,34,0.0,0.02857142857142857,0.9714285714285714,0.9714285714285714,35
permite,Americas,6,2,0,0.75,0.25,0.0,0.75,8
chinelo,Americas,19,0,0,1.0,0.0,0.0,1.0,19
algunos,Americas,19,10,0,0.6551724137931034,0.3448275862068966,0.0,0.6551724137931034,29
georgia,Americas,54,2,0,0.9642857142857143,0.03571428571428571,0.0,0.9642857142857143,56
างเป,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
ossoff,Americas,6,0,0,1.0,0.0,0.0,1.0,6
voix,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
govern,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
