id,label,Americas,Africa_Europe,Asia_Australia,ratioAmericas,ratioAfrica_Europe,ratioAsia_Australia,ratioMax,total
@pastor__west,Americas,1,0,0,1.0,0.0,0.0,1.0,1
العالمي,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
suit,Americas,18,4,1,0.782608695652174,0.17391304347826086,0.043478260869565216,0.782608695652174,23
certification,Americas,1,0,1,0.5,0.0,0.5,0.5,2
personalidad,Americas,2,0,0,1.0,0.0,0.0,1.0,2
وبركاته,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
opens,Americas,7,3,1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6363636363636364,11
votar,Americas,16,1,0,0.9411764705882353,0.058823529411764705,0.0,0.9411764705882353,17
doj,Americas,4,0,0,1.0,0.0,0.0,1.0,4
quién,Americas,34,9,1,0.7727272727272727,0.20454545454545456,0.022727272727272728,0.7727272727272727,44
#النصر,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
elsewhere,Americas,2,2,0,0.5,0.5,0.0,0.5,4
inches,Americas,3,1,0,0.75,0.25,0.0,0.75,4
jewish,Americas,6,0,0,1.0,0.0,0.0,1.0,6
poster,Americas,5,0,5,0.5,0.0,0.5,0.5,10
relaxed,Americas,4,3,0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,7
@archillect,Americas,1,0,0,1.0,0.0,0.0,1.0,1
pastor,Americas,14,5,0,0.7368421052631579,0.2631578947368421,0.0,0.7368421052631579,19
@philzadmz,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
t-shirt,Americas,1,1,0,0.5,0.5,0.0,0.5,2
postei,Americas,8,0,0,1.0,0.0,0.0,1.0,8
link,Americas,214,25,19,0.8294573643410853,0.09689922480620156,0.07364341085271318,0.8294573643410853,258
competition,Americas,9,4,1,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6428571428571429,14
line,Americas,77,20,31,0.6015625,0.15625,0.2421875,0.6015625,128
10.12,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
meilleur,Africa_Europe,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,9
posted,Americas,591,236,200,0.5754625121713729,0.22979552093476144,0.19474196689386564,0.5754625121713729,1027
kimler,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
cia,Americas,6,0,2,0.75,0.0,0.25,0.75,8
kayong,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
médicos,Americas,10,1,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,11
bizim,Africa_Europe,0,24,0,0.0,1.0,0.0,1.0,24
eddie,Americas,6,3,1,0.6,0.3,0.1,0.6,10
erica,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
cis,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
morocco,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
slander,Americas,4,0,0,1.0,0.0,0.0,1.0,4
อมส,Asia_Australia,0,0,6,0.0,0.0,1.0,1.0,6
mature,Americas,4,0,2,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,6
escrito,Americas,13,4,0,0.7647058823529411,0.23529411764705882,0.0,0.7647058823529411,17
caraio,Americas,10,1,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,11
تمر,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
professor,Americas,20,1,1,0.9090909090909091,0.045454545454545456,0.045454545454545456,0.9090909090909091,22
eduardo,Americas,9,1,0,0.9,0.1,0.0,0.9,10
socially,Africa_Europe,3,4,0,0.42857142857142855,0.5714285714285714,0.0,0.5714285714285714,7
#tiktok,Americas,5,2,2,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,9
سورة,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
مدينة,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
nationalist,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
defined,Americas,4,1,1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
salário,Americas,6,0,0,1.0,0.0,0.0,1.0,6
chai,Asia_Australia,1,3,4,0.125,0.375,0.5,0.5,8
estilo,Americas,11,3,0,0.7857142857142857,0.21428571428571427,0.0,0.7857142857142857,14
chao,Americas,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
chal,Asia_Australia,0,1,4,0.0,0.2,0.8,0.8,5
char,Asia_Australia,1,2,8,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.7272727272727273,11
حصل,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
monsta,Americas,1,0,0,1.0,0.0,0.0,1.0,1
diverse,Americas,4,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,9
chat,Americas,26,14,16,0.4642857142857143,0.25,0.2857142857142857,0.4642857142857143,56
который,Africa_Europe,0,4,3,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,7
bedroom,Americas,4,1,1,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,6
@taoquei1,Americas,2,0,0,1.0,0.0,0.0,1.0,2
montón,Americas,9,3,0,0.75,0.25,0.0,0.75,12
óbvio,Americas,8,0,0,1.0,0.0,0.0,1.0,8
xiumin,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
@arithedon,Americas,1,0,0,1.0,0.0,0.0,1.0,1
ترین,Americas,1,0,1,0.5,0.0,0.5,0.5,2
@oreo,Americas,4,0,0,1.0,0.0,0.0,1.0,4
codes,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
@hshq,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
españa,Africa_Europe,4,15,0,0.21052631578947367,0.7894736842105263,0.0,0.7894736842105263,19
preguntas,Americas,3,1,0,0.75,0.25,0.0,0.75,4
@georgepapa19,Americas,7,0,0,1.0,0.0,0.0,1.0,7
tara,Asia_Australia,3,2,6,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.5454545454545454,11
kkkkkkkkkkkkk,Americas,37,0,0,1.0,0.0,0.0,1.0,37
etmek,Africa_Europe,0,12,0,0.0,1.0,0.0,1.0,12
points,Americas,45,15,4,0.703125,0.234375,0.0625,0.703125,64
actors,Americas,6,2,1,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,9
carrera,Americas,8,2,0,0.8,0.2,0.0,0.8,10
嬉しいです,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
بنات,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
stating,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
sb19,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
اختي,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
@wizkidayo,Africa_Europe,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,6
temos,Americas,16,4,0,0.8,0.2,0.0,0.8,20
pediu,Americas,5,0,0,1.0,0.0,0.0,1.0,5
ๆๆๆ,Asia_Australia,0,0,5,0.0,0.0,1.0,1.0,5
venezolanos,Americas,3,2,0,0.6,0.4,0.0,0.6,5
regina,Americas,4,1,0,0.8,0.2,0.0,0.8,5
veremos,Americas,5,2,0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,7
occurred,Africa_Europe,2,3,1,0.3333333333333333,0.5,0.16666666666666666,0.5,6
bianca,Americas,5,3,0,0.625,0.375,0.0,0.625,8
@actorvijay,Asia_Australia,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778,9
видео,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
های,Africa_Europe,0,9,0,0.0,1.0,0.0,1.0,9
คเพล,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
@nba,Americas,5,0,0,1.0,0.0,0.0,1.0,5
rosé,Americas,2,1,1,0.5,0.25,0.25,0.5,4
lang,Asia_Australia,3,7,151,0.018633540372670808,0.043478260869565216,0.937888198757764,0.937888198757764,161
perceber,Americas,4,1,0,0.8,0.2,0.0,0.8,5
lane,Americas,27,7,5,0.6923076923076923,0.1794871794871795,0.1282051282051282,0.6923076923076923,39
miles,Americas,32,8,0,0.8,0.2,0.0,0.8,40
fighter,Americas,3,1,0,0.75,0.25,0.0,0.75,4
طيبة,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
algorithm,Americas,1,1,0,0.5,0.5,0.0,0.5,2
pfp,Americas,1,0,0,1.0,0.0,0.0,1.0,1
ไอจ,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
maradona,Americas,9,6,0,0.6,0.4,0.0,0.6,15
age,Americas,38,18,6,0.6129032258064516,0.2903225806451613,0.0967741935483871,0.6129032258064516,62
holes,Africa_Europe,1,6,2,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.6666666666666666,9
حياة,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
walked,Americas,7,4,1,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
logical,Americas,2,1,1,0.5,0.25,0.25,0.5,4
hella,Americas,19,1,1,0.9047619047619048,0.047619047619047616,0.047619047619047616,0.9047619047619048,21
12.12,Asia_Australia,1,2,36,0.02564102564102564,0.05128205128205128,0.9230769230769231,0.9230769230769231,39
verdes,Americas,2,0,0,1.0,0.0,0.0,1.0,2
walker,Americas,8,4,1,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6153846153846154,13
fresh,Americas,23,10,5,0.6052631578947368,0.2631578947368421,0.13157894736842105,0.6052631578947368,38
leaked,Americas,6,0,0,1.0,0.0,0.0,1.0,6
menace,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
ags,Americas,2,0,0,1.0,0.0,0.0,1.0,2
having,Americas,133,51,9,0.689119170984456,0.26424870466321243,0.046632124352331605,0.689119170984456,193
12.18,Americas,1,0,0,1.0,0.0,0.0,1.0,1
essay,Americas,3,2,0,0.6,0.4,0.0,0.6,5
code,Americas,16,13,2,0.5161290322580645,0.41935483870967744,0.06451612903225806,0.5161290322580645,31
mensen,Africa_Europe,0,15,0,0.0,1.0,0.0,1.0,15
gueule,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
êtes,Africa_Europe,0,13,0,0.0,1.0,0.0,1.0,13
wi-fi,Americas,2,0,0,1.0,0.0,0.0,1.0,2
12/13,Asia_Australia,2,1,5,0.25,0.125,0.625,0.625,8
scratch,Americas,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,9
essas,Americas,56,3,0,0.9491525423728814,0.05084745762711865,0.0,0.9491525423728814,59
pfv,Americas,6,0,0,1.0,0.0,0.0,1.0,6
results,Americas,22,11,3,0.6111111111111112,0.3055555555555556,0.08333333333333333,0.6111111111111112,36
านส,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
الظروف,Africa_Europe,0,7,0,0.0,1.0,0.0,1.0,7
stops,Americas,4,1,0,0.8,0.2,0.0,0.8,5
études,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
bomb,Americas,11,0,1,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,12
flashback,Americas,3,1,1,0.6,0.2,0.2,0.6,5
chillin,Americas,6,0,3,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,9
centers,Americas,1,0,0,1.0,0.0,0.0,1.0,1
seemed,Americas,6,1,1,0.75,0.125,0.125,0.75,8
ulit,Asia_Australia,0,1,22,0.0,0.043478260869565216,0.9565217391304348,0.9565217391304348,23
@aishayesufu,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
miga,Americas,15,0,0,1.0,0.0,0.0,1.0,15
seni,Africa_Europe,0,33,3,0.0,0.9166666666666666,0.08333333333333333,0.9166666666666666,36
شروط,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
pênalti,Americas,5,0,0,1.0,0.0,0.0,1.0,5
pouvoir,Africa_Europe,0,8,0,0.0,1.0,0.0,1.0,8
concerned,Americas,6,2,1,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6666666666666666,9
hunger,Americas,3,0,0,1.0,0.0,0.0,1.0,3
qui,Africa_Europe,12,128,0,0.08571428571428572,0.9142857142857143,0.0,0.9142857142857143,140
young,Americas,62,18,3,0.7469879518072289,0.21686746987951808,0.03614457831325301,0.7469879518072289,83
send,Americas,76,28,16,0.6333333333333333,0.23333333333333334,0.13333333333333333,0.6333333333333333,120
sene,Africa_Europe,0,9,0,0.0,1.0,0.0,1.0,9
спасибо,Africa_Europe,1,10,5,0.0625,0.625,0.3125,0.625,16
#برد_الشتاء_يحتاج_الي,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
sebelah,Asia_Australia,0,0,5,0.0,0.0,1.0,1.0,5
bilang,Asia_Australia,0,0,21,0.0,0.0,1.0,1.0,21
dislike,Americas,3,3,0,0.5,0.5,0.0,0.5,6
subscription,Africa_Europe,3,5,1,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,9
meetings,Americas,5,4,1,0.5,0.4,0.1,0.5,10
sent,Americas,40,23,5,0.5882352941176471,0.3382352941176471,0.07352941176470588,0.5882352941176471,68
@aajtak,Asia_Australia,0,0,21,0.0,0.0,1.0,1.0,21
วหน,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
tortura,Americas,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,3
@blazedrts,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
garden,Americas,14,9,8,0.45161290322580644,0.2903225806451613,0.25806451612903225,0.45161290322580644,31
torture,Africa_Europe,0,2,1,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,3
@rterdogan,Africa_Europe,0,37,0,0.0,1.0,0.0,1.0,37
continues,Americas,11,1,6,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.6111111111111112,18
leí,Americas,12,1,0,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231,13
tulsi,Americas,4,0,1,0.8,0.0,0.2,0.8,5
twee,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
maman,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
lopez,Americas,5,0,0,1.0,0.0,0.0,1.0,5
nominated,Americas,3,2,1,0.5,0.3333333333333333,0.16666666666666666,0.5,6
llama,Americas,17,12,0,0.5862068965517241,0.41379310344827586,0.0,0.5862068965517241,29
لذلك,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
llamo,Americas,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,9
animals,Americas,8,7,3,0.4444444444444444,0.3888888888888889,0.16666666666666666,0.4444444444444444,18
continued,Americas,9,1,2,0.75,0.08333333333333333,0.16666666666666666,0.75,12
bonitas,Americas,4,1,0,0.8,0.2,0.0,0.8,5
municipio,Americas,7,0,0,1.0,0.0,0.0,1.0,7
tri,Americas,4,2,3,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,9
evi,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
birisi,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
magic,Americas,23,8,10,0.5609756097560976,0.1951219512195122,0.24390243902439024,0.5609756097560976,41
magia,Americas,14,2,0,0.875,0.125,0.0,0.875,16
evo,Africa_Europe,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.5714285714285714,7
tra,Africa_Europe,3,12,0,0.2,0.8,0.0,0.8,15
experiencing,Americas,4,0,0,1.0,0.0,0.0,1.0,4
אני,Africa_Europe,0,22,0,0.0,1.0,0.0,1.0,22
gettin,Americas,6,0,0,1.0,0.0,0.0,1.0,6
tre,Africa_Europe,2,8,0,0.2,0.8,0.0,0.8,10
eve,Africa_Europe,14,15,3,0.4375,0.46875,0.09375,0.46875,32
açaí,Americas,19,0,0,1.0,0.0,0.0,1.0,19
motor,Americas,6,0,6,0.5,0.0,0.5,0.5,12
try,Americas,106,41,24,0.6198830409356725,0.23976608187134502,0.14035087719298245,0.6198830409356725,171
threat,Americas,9,2,1,0.75,0.16666666666666666,0.08333333333333333,0.75,12
race,Americas,22,15,4,0.5365853658536586,0.36585365853658536,0.0975609756097561,0.5365853658536586,41
marre,Americas,1,0,0,1.0,0.0,0.0,1.0,1
youuu,Africa_Europe,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,7
ranço,Americas,15,0,0,1.0,0.0,0.0,1.0,15
maharaj,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
trs,Asia_Australia,0,0,10,0.0,0.0,1.0,1.0,10
virar,Americas,12,1,0,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231,13
tru,Americas,2,0,0,1.0,0.0,0.0,1.0,2
secara,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
geçen,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
pueblos,Americas,3,0,0,1.0,0.0,0.0,1.0,3
@playadoptme,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
ちなみに,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
ตาม,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
ตาย,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
cuantas,Americas,7,1,0,0.875,0.125,0.0,0.875,8
#ناکام_حکومت_چور_اپوزیشن,Asia_Australia,0,1,5,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,6
سعادة,Africa_Europe,0,5,0,0.0,1.0,0.0,1.0,5
#peckpalitchoke,Asia_Australia,1,0,6,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,7
noticias,Americas,7,5,0,0.5833333333333334,0.4166666666666667,0.0,0.5833333333333334,12
crook,Americas,4,0,0,1.0,0.0,0.0,1.0,4
#bitcoin,Americas,4,1,0,0.8,0.2,0.0,0.8,5
video,Americas,242,89,58,0.622107969151671,0.22879177377892032,0.14910025706940874,0.622107969151671,389
@elchiringuitotv,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
miley,Americas,7,0,0,1.0,0.0,0.0,1.0,7
oda,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
odd,Americas,8,3,0,0.7272727272727273,0.2727272727272727,0.0,0.7272727272727273,11
pris,Africa_Europe,1,3,0,0.25,0.75,0.0,0.75,4
victor,Americas,7,0,0,1.0,0.0,0.0,1.0,7
#freepc,Americas,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,3
يومي,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
wali,Asia_Australia,0,0,4,0.0,0.0,1.0,1.0,4
disponible,Americas,10,4,0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,14
cancha,Americas,5,0,0,1.0,0.0,0.0,1.0,5
peki,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
firma,Americas,9,6,0,0.6,0.4,0.0,0.6,15
firme,Americas,6,0,0,1.0,0.0,0.0,1.0,6
turismo,Americas,4,1,0,0.8,0.2,0.0,0.8,5
参加します,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
biri,Africa_Europe,0,31,0,0.0,1.0,0.0,1.0,31
dicen,Americas,32,6,0,0.8421052631578947,0.15789473684210525,0.0,0.8421052631578947,38
mich,Africa_Europe,2,16,0,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,18
indian,Asia_Australia,3,2,11,0.1875,0.125,0.6875,0.6875,16
twins,Africa_Europe,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.8333333333333334,6
difícil,Americas,92,3,0,0.968421052631579,0.031578947368421054,0.0,0.968421052631579,95
francia,Africa_Europe,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,3
firms,Africa_Europe,0,1,1,0.0,0.5,0.5,0.5,2
ahhhhh,Americas,6,3,1,0.6,0.3,0.1,0.6,10
ہوئی,Asia_Australia,0,0,2,0.0,0.0,1.0,1.0,2
pre-order,Americas,3,0,1,0.75,0.0,0.25,0.75,4
lea,Americas,4,1,0,0.8,0.2,0.0,0.8,5
led,Americas,9,9,6,0.375,0.375,0.25,0.375,24
lee,Americas,15,5,3,0.6521739130434783,0.21739130434782608,0.13043478260869565,0.6521739130434783,23
leg,Americas,10,4,1,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6666666666666666,15
lei,Americas,18,9,0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,27
gathered,Americas,2,0,0,1.0,0.0,0.0,1.0,2
lek,Americas,6,0,6,0.5,0.0,0.5,0.5,12
punch,Americas,8,0,0,1.0,0.0,0.0,1.0,8
researchers,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
leo,Americas,17,8,1,0.6538461538461539,0.3076923076923077,0.038461538461538464,0.6538461538461539,26
ler,Americas,20,6,0,0.7692307692307693,0.23076923076923078,0.0,0.7692307692307693,26
les,Africa_Europe,144,264,7,0.3469879518072289,0.636144578313253,0.016867469879518072,0.636144578313253,415
let,Americas,379,101,44,0.7232824427480916,0.19274809160305342,0.08396946564885496,0.7232824427480916,524
euro,Africa_Europe,1,12,1,0.07142857142857142,0.8571428571428571,0.07142857142857142,0.8571428571428571,14
ley,Americas,29,3,1,0.8787878787878788,0.09090909090909091,0.030303030303030304,0.8787878787878788,33
invented,Americas,4,1,0,0.8,0.2,0.0,0.8,5
prefiero,Americas,10,2,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,12
bald,Africa_Europe,2,3,0,0.4,0.6,0.0,0.6,5
great,Americas,445,199,53,0.6384505021520803,0.2855093256814921,0.07604017216642754,0.6384505021520803,697
engage,Americas,6,1,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.6666666666666666,9
receive,Americas,25,12,4,0.6097560975609756,0.2926829268292683,0.0975609756097561,0.6097560975609756,41
involved,Americas,10,9,3,0.45454545454545453,0.4090909090909091,0.13636363636363635,0.45454545454545453,22
@justintrudeau,Americas,8,0,0,1.0,0.0,0.0,1.0,8
beaucoup,Africa_Europe,0,10,0,0.0,1.0,0.0,1.0,10
extreme,Americas,2,2,1,0.4,0.4,0.2,0.4,5
rehabilitation,Americas,1,0,0,1.0,0.0,0.0,1.0,1
dyan,Asia_Australia,2,1,8,0.18181818181818182,0.09090909090909091,0.7272727272727273,0.7272727272727273,11
headline,Africa_Europe,2,3,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,7
survey,Americas,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
derby,Africa_Europe,3,8,0,0.2727272727272727,0.7272727272727273,0.0,0.7272727272727273,11
popcorn,Americas,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,9
opinion,Americas,32,12,5,0.6530612244897959,0.24489795918367346,0.10204081632653061,0.6530612244897959,49
residents,Americas,10,6,1,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.5882352941176471,17
@happyyouare,Americas,1,0,0,1.0,0.0,0.0,1.0,1
makes,Americas,125,39,12,0.7102272727272727,0.2215909090909091,0.06818181818181818,0.7102272727272727,176
maker,Americas,7,2,1,0.7,0.2,0.1,0.7,10
thats,Americas,42,16,6,0.65625,0.25,0.09375,0.65625,64
paix,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
شلون,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
sirf,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
consejo,Americas,6,0,0,1.0,0.0,0.0,1.0,6
autant,Africa_Europe,0,6,0,0.0,1.0,0.0,1.0,6
siri,Americas,1,0,0,1.0,0.0,0.0,1.0,1
masuk,Asia_Australia,0,0,28,0.0,0.0,1.0,1.0,28
333,Africa_Europe,0,4,2,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,6
että,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
menina,Americas,46,0,0,1.0,0.0,0.0,1.0,46
sovereignty,Americas,3,3,0,0.5,0.5,0.0,0.5,6
palabra,Americas,6,3,1,0.6,0.3,0.1,0.6,10
dumbest,Americas,8,0,0,1.0,0.0,0.0,1.0,8
التوصيل,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
todxs,Americas,1,0,0,1.0,0.0,0.0,1.0,1
tools,Americas,5,0,0,1.0,0.0,0.0,1.0,5
artik,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
menino,Americas,31,0,0,1.0,0.0,0.0,1.0,31
الرجال,Africa_Europe,0,2,0,0.0,1.0,0.0,1.0,2
standing,Americas,20,6,1,0.7407407407407407,0.2222222222222222,0.037037037037037035,0.7407407407407407,27
verlo,Americas,10,2,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,12
confidence,Americas,4,2,3,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.4444444444444444,9
asal,Asia_Australia,0,0,10,0.0,0.0,1.0,1.0,10
adaptation,Americas,1,0,0,1.0,0.0,0.0,1.0,1
zip,Americas,3,0,1,0.75,0.0,0.25,0.75,4
mendoza,Americas,10,1,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,11
illegal,Americas,14,3,1,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7777777777777778,18
pue,Americas,3,1,0,0.75,0.25,0.0,0.75,4
через,Africa_Europe,0,1,0,0.0,1.0,0.0,1.0,1
ministers,Asia_Australia,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,9
next,Americas,240,101,39,0.631578947368421,0.2657894736842105,0.10263157894736842,0.631578947368421,380
で配信中,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
doubt,Americas,29,11,3,0.6744186046511628,0.2558139534883721,0.06976744186046512,0.6744186046511628,43
jelas,Asia_Australia,0,0,10,0.0,0.0,1.0,1.0,10
cualquiera,Americas,13,3,1,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7647058823529411,17
عمر,Africa_Europe,0,13,1,0.0,0.9285714285714286,0.07142857142857142,0.9285714285714286,14
geldi,Africa_Europe,0,11,0,0.0,1.0,0.0,1.0,11
touched,Americas,4,1,2,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
baba,Africa_Europe,3,13,8,0.125,0.5416666666666666,0.3333333333333333,0.5416666666666666,24
@treasuremembers,Asia_Australia,1,0,3,0.25,0.0,0.75,0.75,4
خوش,Asia_Australia,0,2,3,0.0,0.4,0.6,0.6,5
babe,Americas,16,15,13,0.36363636363636365,0.3409090909090909,0.29545454545454547,0.36363636363636365,44
العلي,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
babi,Asia_Australia,0,1,10,0.0,0.09090909090909091,0.9090909090909091,0.9090909090909091,11
عمل,Africa_Europe,0,4,0,0.0,1.0,0.0,1.0,4
ほんと,Asia_Australia,0,0,3,0.0,0.0,1.0,1.0,3
سلم,Africa_Europe,0,3,0,0.0,1.0,0.0,1.0,3
carrying,Americas,7,1,0,0.875,0.125,0.0,0.875,8
babu,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
rubbish,Africa_Europe,0,7,2,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,9
quieres,Americas,11,9,0,0.55,0.45,0.0,0.55,20
baby,Americas,176,43,35,0.6929133858267716,0.16929133858267717,0.1377952755905512,0.6929133858267716,254
기분이,Asia_Australia,0,0,1,0.0,0.0,1.0,1.0,1
potential,Americas,10,2,4,0.625,0.125,0.25,0.625,16
charity,Americas,5,5,0,0.5,0.5,0.0,0.5,10
